,exp,edu,hab,v_tit,v_desc,sim
0,"Data Science Coordinator,Analista de Sistemas Sênior,Trainee,Software Engineer,Trainee","Computer Science Deegree,Tecnologia da Informação,Bachelor of Applied Science (B.A.Sc.),Tecnologia da Informação,MBA - Gestão de Negócios,Administração e Negócios,Gestão de pessoas com ênfase em liderança organizacional,Extensão em Finanças","SQL,UML,Software Development,C#,Java,Software Engineering,C,XML,Visual Studio,Design Patterns,Public Speaking,C++,JavaScript,Scrum,ASP.NET,Web Services,ITIL,Agile Methodologies,Team Leadership,Digital Strategy,business strategy,Relashionship management,Inteligência Empresarial",Trainee em Sistemas da Informação / Ciências da Computação," Atuar na área de desenvolvimento Java., Ensino Superior cursando.",0.2086
1,the same,the same,the same,Desenvolvedor Java," Atuar com programação: C, C++, C#, Visual Basic e Java, manutenção e testes., Ensino Superior.",0.1586
2,the same,the same,the same,Coordenador de Concessão de Crédito - Tecnologia da Informação," Atuar com análise e levantamento de requisitos, especificação, modelagem, desenvolvimento de sistemas, homologação. Gestão de pessoas, orçamento e fornecedores. Garantia que os processos rotineiros sejam passados para a produção com todos os controles e procedimentos necessários. Análise das estratégias de gestão de negócios através da gestão dos relacionamentos com clientes, propor soluções e melhoria das ferramentas instaladas na companhia. Atuar com ferramentas de crédito e Mesa (Crivo, ClearSale, Strategy, Capstone, etc.), ou similar. Conhecimento em planejamento e gestão de projetos / equipes. Conhecimento de cartão de crédito. Atuação com ferramentas de crédito e Mesa (Crivo, ClearSale, Strategy, Capstone, etc.), ou similar. Conhecimento em cartão de crédito. Superior na área de TI.",0.1456
3,the same,the same,the same,Analista Desenvolvedor .NET Pleno," Codificar a partir de especificações de software. Codificar testes unitários. Diagnosticar problemas do aplicativo e identificar dificuldades de maneira adequada. Desenvolver seguindo padrões e boas práticas. Dominar linguagem de programação a ser utilizada no projeto. Conhecimento de design patterns. Conhecimento de engenharia de software e processos de desenvolvimento de software. Experiência na implementação de softwares e testes unitários. Conhecimento em modelagem UML. Saber utilizar as seguintes ferramentas: Request Tracker.Repositório de dados, Team Foundation Service, Visual Studio., Ensino Superior cursando em Sistemas de Informação ou similar. Conhecimento em linguagem de programação.NET, SQL, design patterns, engenharia de software e processos de desenvolvimento de software, modelagem UML, Ferramentas de Gestão de Bugs, Repositório de dados, Visual Studio. Team Foundation Server, Asp.Net Web Forms, Asp.Net MVC, VB.NET, C#.NET, Java Script, JQuery, AngularJS. MSSQL Server, Oracle Database, Windows Communication Foundation, Windows Presentation Foundation, Entity Framework, Load Testing, Unit Testing, Performance Testing. Desejáveis certificações nas tecnologias solicitadas.",0.1398
4,the same,the same,the same,Desenvolvedor Web C# Júnior / Pleno," Atuar com desenvolvimento de Sistemas Web em linguagem C#. Atuar realizando suporte, manutenção e integração de sistemas., Experiência em desenvolvimento C# e nas ferramentas Visual Studio 2013, SQL Server 2008 R2. FireBird 2.0. Experiência nas tecnologias C#, Boostrap, jQuery, CSS3, HTML5, JavaScript Asp Classic e Asp.Net (Web Form). Diferencial experiência em design patterns.",0.1396
5,the same,the same,the same,ANALISTA .NET - BH," Atuar com análise e desenvolvimento de Integrações com Sistemas de Vendas. Conhecimento em jQuery, XML, Visual Studio Team Services (VSTS), TDD, PL/SQL, GIT, SVN e UML. Diferencial: Bootstrap e AngularJS. Experiência comprovada com .NET, C# e arquitetura MVC., Superior em Sistema da Informação, Ciências da Computação, Engenharia da Computação e Tecnologia em Processamento de Dados.",0.1363
6,the same,the same,the same,Programador," Atuar com programação C#, visual Studio., Ensino Médio completo.",0.134
7,the same,the same,the same,Analista Programador Trainee," Participar do planejamento, análise, modelagem e desenvolvimento de softwares, envolvendo a aplicação de linguagens e ambientes de programação mobile., Conhecimento em programação Mobile IOS e/ou Android. Programação C, C++, C# (Principalmente), Java e HTML. Conhecimento em Bancos de Dados SQL ASP.",0.1333
8,the same,the same,the same,Trainee / Programador," Atender demandas de desenvolvimento com foco em programação na linguagem C# .NET e banco de dados SQL., Ter conhecimentos de arquitetura de redes e de seus dispositivos.",0.133
9,the same,the same,the same,Trainee na área de Programação - Computador," Participar do planejamento, análise, modelagem e desenvolvimento de softwares, envolvendo a aplicação de linguagens e ambientes de programação mobile., Ensino Superior na área de Computação, Sistema de Informação, Análise e Desenvolvimento de Sistema ou áreas correlatas., Conhecimento em programação Mobile IOS e/ou Android, programação C, C++, C# (Principalmente), Java e HTML. Conhecimento em Bancos de Dados, SQL e ASP.",0.1329
0,"Senior Principal Proactive Technical Analyst,z/OS Senior Specialist,Analyst Mainframe Environment,Principal Support Engineer,Senior Analyst,Consultant,Senior Analyst,Pleno Analyst,System Programmer",IT,"z/OS,SYSPLEX,Mainframe,Pre-sales,Software Development,Unix,Security,Data Center,DB2,Operating Systems,CICS,TSO,MVS,Professional Services,RACF,JES2,IBM Mainframe,SDSF,SMS,Performance Tuning,IPCS,Software Engineering,Top Secret,Endeavor,COBOL,REXX,Systems Management,SOA,LDAP,Troubleshooting,Capacity Planning,BAL,ACF2,Storage Management,Software Implementation,Problem Solving,SSL,Teamwork,Contingency Planning,Connectivity,Software Installation,Software Licensing,WLM,Performance Management,GDPS,Quality Assurance,IBM Storage,IT Service Management,ITIL",Analista Programador Senior," Irá atuar com com desenvolvimento de sistemas, implantação e acompanhamento de projetos., Necessário experiência na área., Ensino Superior completo.",0.2372
1,the same,the same,the same,Consultor de Implantação / Gestão de Pessoas - Senior Sistemas," Atuar externamente implantando o sistema da Senior em nossos clientes e realizar treinamento nos usuários., Necessário experiência em implantação do Sistema Senior nos módulos Rubi e Ronda e customizações. Desejável experiência em outros módulos do Gestão de Pessoas da Senior e controle de acesso.",0.2248
2,the same,the same,the same,Consultor de Implantação - ERP Senior Sistemas," Realizar a implantação do ERP da Senior Sistemas em nossos clientes, realizar treinamento para os usuários e esclarecer dúvidas., Necessário experiência em implantação do sistema da Senior nos módulos de finanças, mercado, suprimento e controladoria. Necessário experiência em fazer customizações.",0.2178
3,the same,the same,the same,Analista de Suporte de Sistemas - Mainframe," Atuar com suporte de sistema operacional em ambiente Mainframe., Experiência comprovada.",0.216
4,the same,the same,the same,Analista Programador Mainframe Pleno," Atuar com linguagem de Programação: COBOL, CICS, SQL, JCL relevantes trabalhos de melhoria de performance. Ferramentas: TSO, Changeman, MVS, Z/OS, Tracemaster, Roscoe, Endeavor. Armazenamento: DB/2, ADABAS, VSAM, Sequencial. Experiência com atuação em projetos de desenvolvimento e/ou manutenção na Plataforma Mainframe, com ou sem Front-End em Baixa Plataforma. Conhecimentos em análise: física, logica e funcional, de processos e requisitos. Experiência bancária de preferência que já tenha atuado com o cliente Bradesco. Domínio: Análise Essencial, Análise Estruturada, Diagramas de Entidade Relacionamento e ferramentas Microsoft Office.",0.2149
5,the same,the same,the same,Analista de Infraestrutura Sênior Z-OS/CICS/MQ," Atuar com administração de armazenamento da plataforma mainframe com conhecimento avançado em especialidade de controle da produção de sistemas com experiência em (z/OS) e CICS e MQ., Ter conhecimento avançado e especialidade de administração em armazenamento e controle de produção de sistemas com experiência em plataforma mainframe (z/OS) e CICS e MQ.",0.2037
6,the same,the same,the same,Analista de Infraestrutura Pleno," Atuar com armazenamento de plataforma OPEN, administração e configuração IBM, TSM (Tivoli storage Manager), plataforma OPEN, armazenamento de plataforma Mainframe (Z/OS),VSM (Virtual Storage Manager) e administração de fitoteca automatizada e configuração SAN (Storage Area Network)., Ter conhecimento avançado e especialidade em administração de armazenamento plataforma OPEN com experiência em administração e configuração IBM TSM (Tivoli storage Manager), plataforma OPEN, armazenamento plataforma Mainframe (Z/OS),VSM (Virtual Storage Manager) e administração de fitoteca automatizada e configuração SAN (Storage Area Network).",0.1968
7,the same,the same,the same,Analista de Infraestrutura Júnior," Atuar com produção de sistemas Windows, IIS, COM+, ASP e Sharepoint E PB30 especialidade de controle da produção na plataforma mainframe (z/OS)., Experiência e especialidade em produção de sistemas Windows, IIS, COM+, ASP e Sharepoint E PB30 e habilidade no desenvolvimento da plataforma mainframe (z/OS).",0.1944
8,the same,the same,the same,Analista Desenvolvedor - IBM Mainframe Cobol Batch e CICS," Atuar com desenvolvimento e, IBM Mainframe Cobol Batch e CICS. Ser pró-ativo, organizado e com facilidade para trabalhar em equipe. Conhecimento em JCL, Roscoe/TSO dentre outros utilitários do ambiente IBM ZOS. Diferencial: Experiência em desenvolvimento Visual Plus.",0.1616
9,the same,the same,the same,Analista Programador Mainframe," Atuar como analista programador Mainframe, desenvolvimento COBOL CICS DB2. Experiência em desenvolvimento COBOL CICS DB2. Desejável conhecimento em: TSO, CONTROL-M, VSAM, SORT, REXX, EASYTRIEVE. Experiência em análise de código (engenharia reversa).",0.1609
0,"LA Security Services C&SI Leader,CSA - Chief Security Ambassador,Information Technology & Security,Partner,Partner,CSO,Senior Manager,Software Systems Representative (Analista de Software),Sw Services Representative,Past Chapter President and Founding Member","Post Graduate,Administration,Bachelor of Applied Science (BASc),Mathematics and Computer Science,A,College,Mathematics","Information Security,Business Continuity,Information Technology,Enterprise Risk Management,Security,IT Audit,COBIT,Information Security Management,IT Service Management,Risk Management,ITIL,Computer Security,Sarbanes-Oxley Act,Computer Forensics,Strategy,Network Security,Business Process,ISO 27001,IT Management,SAS70,Vulnerability Assessment,Security Architecture Design,Leadership,Data Analysis,Internal Audit,Internal Controls,IT Strategy,Business Continuity Planning,IT Risk Management,Auditing,Professional Services,CISA,Financial Risk,Security Audits,CISSP,PCI DSS,COSO,Risk Analysis,Privacy Law,Risk Assessment,IT Risk,Data Privacy,Vulnerability Management,SOX 404,Penetration Testing,Data Security,Identity Management,Compliance Management,Governance,Compliance",Sr Information Security Consultant," As a Senior Consultant, you should have hands-on information security experience, and a Bachelor\'s Degree in a related technical field. In addition, you should have expertise and experience in technical and professional areas., Working experience with Vulnerability Management, IDS/IPS, and Incident Response. Experience with performing system audits and security assessments, and in interfacing with external auditors. Experience with reporting security metrics (dashboards, KPIs, KRIs)., Understanding of Web applications and Layer 7 network protocols. Ability to operate independently as an information security advisor and, where necessary, a hands-on contributor on technology deployments and other projects.",0.2612
