,exp,edu,hab,v_tit,v_desc,sim
4,the same,the same,the same,Analista Desenvolvedor," Programação: Plataforma.NET: sempre trabalhando com C# e todos os seus usos (ASP.NET, WinForms, Windows Services, Múltiplas Camadas, Datasets, LinQ, XML, ADO.NET, Web Services, Múltiplas Camadas, Datasets, LinQ, XML, ADO.NET, Web Services). Web: Bootstrap, HTML, JavaScript, REST e Restful, JSON, Web Service, Telerik Ul for ASP.NET AJAX Banco de Dados: SQLSever PostgreSQL Relatório: Crystal Report Programas Adicionais: Microsoft Visual Studio 2017, Microsoft Office, Adobe Dreamweaver, Adobe Photoshop, pgAdmin, SVN Subversion, TortoiseSVN Servidores: IIS (Internet Information Services), Ensino Superior Completo em Análise e Desenvolvimento de Sistemas, Tecnologia da Informação e afins; Pós-Graduação ou Especialização completa; Experiência com desenvolvimento de sistemas; Design Patterns: Padrões de Projeto de Softwares in C# Programação: Boas práticas, Java, Android, IOS Servidores: IIS Internet Information Services) Documentação: Levantamento de Requisitos, Termo de Abertura, Casos de Uso, UML, BPM",0.7845
5,the same,the same,the same,Analista Programador," C# p/ web (Asp net), framework 4.5 em diante, MVC, GIT, Sql Server 2008 em diante, Javascript nativo, Jquery (Ajax), CSS 3, HTML, Capacidade de absorção de regras de negócio, Leitura de diagramas UML., Experiência nas atividades descritas., Ensino Superior Completo em T.I., Desejável: C# com MongoDB, C# - Desenvolvimento de Aplicação em Web Api, C# - Padrão Repositório, C# - Aplicações Desktop, Services e Dlls, C# - Desenvolvimento de pacotes Nugget, Javascript nativo orientado à objetos, Bootstrap, Material Ligth, Configurações do IIS. Inglês Avançado p/ leitura.",0.7829
6,the same,the same,the same,Programador .NET C# MVC Pleno," Atuação com programação .NET C#, tanto em backend quanto front-end, C#, ASP.NET MVC 5, WebApi 2, WCF, Ajax, Angular 2+, TDD, desenvolvimento em camadas, conceitos SOLID, serviço de fila de processamento, NHibernate, SQL Server 2008+, JavaScript, HTML5, CSS3, Scrum e TFS., Conhecimento em Sketch, UI, UX, HTML5, CSS (Flexbox, CSS Grid, CSS3, BEM, SMACSS e MaintainableCSS), JavaScript ES6, Task Runner / Module Bundler (Webpack e Gulp), Sass ou Stylus, Angular ou React, TypeScript e Git.",0.7825
7,the same,the same,the same,Programador PHP," Atuar com análise, desenvolvimento e manutenção PHP. Realizar correções em sistemas para atender às necessidades dos usuários. Desenvolver trabalhos de montagem, depuração e testes de programas já desenvolvidos., Experiência em PHP (avançado, Arquitetura Estrutural e MVC), Versionamento Git (Bitbucket / Github), WordPress / Woocommerce (templates do zero), HTML / CSS / JavaScript / jQuery / MySQL, APIs REST. Conhecimento em outras plataformas de e-commerce (magento / prestashop / vtex / joomla / opencart), Node.js, TDD, ElasticSearch, Linux, Memcache e AngularJS.",0.7805
8,the same,the same,the same,Desenvolvedor Fullstack - Foco em Front," Desenvolvimento de projetos e produtos da empresa (SaaS). Manutenção e testes., Formação na área de Tecnologia ou Ciências Exatas., Conhecimento em Front-end para Web Development, Node.js e JavaScript (intermediário) - APIs. Diferenciais: C# e/ou ASP.Net, idealmente .Net core, Web framework/MVH (AngularJS, React, Vue.js), idealmente Angular 2/4, SQL, MongoDB ou Neo4J (ou outro banco ou tecnologia de grafos), Big data, BI, dashboards, Crawling, desenvolvimento de APP híbrido ou nativo para iOS e Android, UX, Design, inteligência artificial (bots, machine learning, NLP etc.), Webhooks, segurança da informação, Azure e/ou escalabilidade de servidores cloud Habilidades e perfil de gestão.",0.7802
9,the same,the same,the same,Programador PHP," Desenvolvimento e manutenção de software GRP (Government Resource Planning). Desenvolvimento em PHP, Banco de Dados PostgreSQL, com tecnologias baseadas em software livre., PHP, SQL, JavaScript, Ajax, Diagramas ER e UML (Leitura), Orientação a Objetos. Desejável: Métodos Ágeis (Lean, Scrum e XP). Design Patterns. Prototype.",0.78
0,"Analista Desenvolvedor Java,Analista Desenvolvedor Java,Developer,Java Developer,Developer,Developer,Java Developer,Junior C Developer,Junior Developer,Trainee Developer,Trainee,Trainee Developer,Developer Trainee,Developer Trainee","Bachelor’s Degree,Bachelor of Technology (BTech),Análise e Desenvolvimento de Sistemas,Bachelor of Technology (BTech),Processamento de Dados,Technician,Information Systems","Java,JSP,MySQL,Struts,C,SQL,Linux,JavaScript,HTML,Eclipse,Java Enterprise Edition,XML,Windows,JBoss Application Server,Operating Systems,PHP,Ruby,OOP,AJAX,CSS,Subversion,Design Patterns,J2EE,JMS,C++,EJB,jQuery,Websphere,JBoss,Servlets,Perl,Microsoft SQL Server,JavaSE,PostgreSQL,Software Development,Hibernate,Cascading Style Sheets (CSS),JavaServer Pages (JSP)",Desenvolvedor Java - Sênior," Java Irá atuar com Spring core, data, boot , AngularJS Web API (RESTful API oriented design) , DDD (Domain-Driven Design), Hibernate, MySQL, NoSQL, HTML5, JavaScript, Jquery, Git, Metodologia Ágeis.",0.797
1,the same,the same,the same,Programador Java," Java, JavaScript, CSS3, Web Services, APIs RESTful e SOAP, Application Servers (tomcat, Jboss e/ou Websphere), Frameworks MVC (Struts, VRaptor ou Spring), SQL, Banco de Dados (SQL, Oracle e/ou My-SQL), Controle de versões no GIT (TFS, Jira e/ou GitHub), Análise de Requisitos, Metodologia Ágile Scrum, Testes unitários e automatizados (TDD)., Desejáveis: HTML5, PL/SQL, Certificação Java, UI/UX.",0.7964
2,the same,the same,the same,Analista de Desenvolvimento - WebSphere," Atuar com arquitetura orientada a serviços SOA / BPM. Experiência no uso de Bancos de Dados SQLServer e Oracle. Certificações Java 1.7 ou superior, padrões de desenvolvimento e suas respectivas implantações: JSR-168 e JSR-286, JSP, Servlets e Portlets, padrão MVC, JSF, Struts 1, Spring, Thymeleaf, JavaScript, jQuery, Framework de front-end Bootstrap 2 e 3, Java EE, EJB, JDBC, JPA, Hibernate, Webservice JAX-WS, JAX-RS, Rest, SOAP, WSDL, JSON, LDAPs Active Directory(AD) e Tivoli Directory Server(TDS), UML e metodologia RUP, Designer Patterns, Integrações via J2C, Manipulação de repositórios de código fonte TFS, CVS e SVN, Plataforma Websphere Portal, Plataforma Websphere Application, Plataforma Websphere Process Server, Plataforma Websphere Integration Designer, Plataforma Websphere Process Designer, Plataforma Webpshere Message Queue, Plataforma Process Center, Websphere Service Register and Repository (WSRR), ASP Clássico, PL / SQL ANSI, plataformas Oracle 10 e 11, SQL Server 2005 e 2008, Desenvolvimento com o IDE Rational Appplication Developer (RAD), Websphere Integration Developer WID, IBM Integration Bus, IBM MQ, IBM WSRR Studio, Desenvolvimento na ferramenta Oracle SQL Developer. Modelagem de Banco de Dados com ErWin, SOAP UI, Notepad++ e Java Decompiler.",0.7955
3,the same,the same,the same,Programador Java Júnior," Atuar com desenvolvimento, teste e programação. Ter bons conhecimentos em Java(J2EE), PHP, JSF, Ruby, Rails, HTML 5, CSS, JavaScript, Angular JS, jQuery, Bootstrap, Primefaces, Hibernate, Spring MVC, Spring Batch,Maven, Struts, Jasper Reports e Studio, SVN, Git, Nginx, Jboss, Server, SQL, Android SDK, Linux e Shell Script. Ensino Superior completo ou cursando.",0.7948
