,exp,edu,hab,v_tit,v_desc,sim
8,the same,the same,the same,WCS App Developer," WebSphere commerce suite (WCS) Developer will utilize the following skills: Hands-on experience with utilizing various sub systems of Websphere Commerce Server i.e Catalog, Order, Member etc; The developer will work both on back end and forward facing elements of sites so experience with JavaScript, DOJO, jQuery, CSS or other front end technologies. Required skills: - Senior Programming logic and Object Oriented Programming - WebSphere Commerce Suite Java/J2EE specific development experience - Javascript - Struts - EJB, JPA, JDBC - Servlets e Ajax - JSTL - Candidate must also have experience with writing SQL queries preferably for DB2. - WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions) - DOJO - HTML5 Nice to have skills: - Advanced English - Responsive web design - CSS - DynaCache modeling and configuration. - JQuery - DB2 - Linux - Websphere MQ - Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy, Experience senior Programming logic and Object Oriented Programming, WebSphere Commerce Suite, Java/J2EE specific development experience, JavaScript, Struts, EJB, JPA, JDBC, Servlets e Ajax - JSTL. Candidate must also have experience with writing SQL queries preferably for DB2. WCS Integrations (XML, Web Services, Rest Services, WebSphere MQ and other integration solutions), DOJO HTML5, Nice to Have: Responsive web design, CSS, DynaCache modeling and configuration. JQuery, DB2 Linux, Websphere MQ, Build Tools: Jenkins/ Ant/ WebSphere Commerce Build and Deploy e Advanced.",0.7238
9,the same,the same,the same,Developer Unix System Programming," As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. You should have in-depth knowledge of at least one development technology, programming language., Experience. , Ensino Superior., Mandatory Skills Devops Chef Unix Developer Tools, Unix Application Debugging, Unix System Internals, C Programming, Unix Shell Scripting, Perl Programming. Desirable Skills in PL-SQL, Java-J2EE Language.",0.7187
0,"Analista de Sistemas Sênior,Senior Windows Phone Developer,Analista de Desenvolvimento Sênior,Fundador e Desenvolvedor .NET,Líder de desenvolvimento,Colaborador,Desenvolvedor .NET Sênior,Programador Junior","Superior Incompleto,Análise e Desenvolvimento de Sistemas,Processamento de Dados","Xamarin,.NET,Windows Phone,Silverlight,Microsoft .NET,Android,Visual Basic,Sistemas operacionais,Windows Azure,WPF,Visual C#,Microsoft SQL Server,Mobile Applications,VB.NET,iPhone,PostgreSQL,Java,Windows 8,Scrum,Objective-C,Gestão de projetos,ITIL",Desenvolvedor Dot NET - Sênior," Desenvolvimento de sistemas Dot Net entre outras atividades., Desejável experiencia como desenvolvedor Dot Net sênio. Desejável experiencia como desenvolvedor Dot Net sênio. , Superior cursando.",0.71
1,the same,the same,the same,Analista Desenvolvedor .NET Sênior," Desenvolvimento e manutenção de sistemas., Ensino Superior completo ou cursando., Conhecimento em C#, Asp.Net WebForm, Asp.Net MV, Asp.Net Web API, WCF, Microsoft SQL Server, Entity Framework, JavaScript e Jquery.",0.7099
2,the same,the same,the same,Analista Programador .NET," Desenvolvimento de sistemas Web, Mobile e API REST utilizando as tecnologias C# .NET e SQL Server., Formação: Superior completo ou em andamento Tecnologias obrigatórias: .NET Framework 4.5, C#, ASP.NET, SQL Server, XML, MVC 4, Web services, WCF, Visual Studio, IIS, Windows services, SMTP, Scrum e metodologias ágeis Tecnologias desejadas: Xamarin, jQuery, CSS, SOA, Deploy de sistemas Web, FTP, SSL. Experiência em desenvolvimento de projetos em .NET/ASP.NET/Web. Certificação desejada: MCP .NET.",0.7073
3,the same,the same,the same,Analista de Sistema .NET - Full Stack," Trabalho na plataforma Microsoft .NET como ASP.NET (MVC, Web Forms, Web API, etc.), C# / WCF, orientada a objetos, banco de dados SQL Server, Firebird e DocumentDB. Desenvolvimento web utilizando as tecnologias como HTML, CSS, JavaScript, jQuery e JSON, ASP.NET Core, DOT.NET Core e Testes automatizados. Metodologias Scrum e TDD., Experiência em análise e desenvolvimento de sistemas, definição de arquitetura, bem como em Design Patterns. ",0.7067
4,the same,the same,the same,Desenvolvedor Júnior," Desenvolvimento de sistemas, C# / DOT.NET, JavaScript, CSS, HTML, Jquery, Bootstrap, webservice, Android., Curso de Inglês avançado. Conhecimentos em ANGULAR JS, Telerik Kendo.",0.7065
5,the same,the same,the same,Programador Pleno," Atuar no desenvolvimento de sistemas, com análise, desenvolvimento, testes, correção de bugs, entre demais atividades que envolve a área., Conhecimentos em Visual Studio, plataforma ?.NET? (C#), Team Foundation Server (TFS), Socket Server, Web Services, Windows Communication Foundation (WCF) e Windows Presentation Foundation (WPF), Bons conhecimentos em MS SQL Server, em desenvolvimento para dispositivos móveis, ASP NET, MVC e/ou outras tecnologias Web serão considerados diferenciais. Ensino Superior completo ou cursando em Tecnologia da Informação, Análise e Desenvolvimento de Sistemas ou áreas correlatas.",0.7039
6,the same,the same,the same,Analista de Sistemas .NET," Integrar o time de análise e desenvolvimento de projetos na Plataforma .Net., Ter conhecimentos técnicos: ASP.NET WEBFORMS, ASP.NET MVC 4 e 5, Entity Framework 6, JavaScript/JQuery, Bootstrap, CSS/HTML 5, Design Patterns, SQLServer, Subversion (SVN). Será um diferencial ter Oracle - PLSQL, Angular JS.",0.7038
7,the same,the same,the same,Desenvolvedor Java Pleno," Desenvolvimento de novas funcionalidades; Manutenção e correções de funcionalidades existentes., Ensino Superior completo em Ciência da Computação, Tecnologia da Informação, Engenharia da Computação ou Análise de Sistemas., Competências técnicas essenciais, Conhecimentos sólidos em desenvolvimento Java EE. Tecnologias referentes ao desenvolvimento Java EE: Spring ou CDI/Weld, JPA, EJB, JTA, JMS, Facelets/JSF2, HTML + Javascript, Servidores de aplicação (preferencialmente JBossAS/Wildfly), Automatização de testes, Versionamento de código e JavaEE design patterns.",0.7036
8,the same,the same,the same,Analista de Sistemas Java Jr/Pl," Desenvolvimento de sistemas na plataforma JAVA Web em projetos ágeis (Scrum e Kanban) voltados a área financeira., Formação em Engenharia/Ciências da Computação, Sistemas da Informação, Análise e Desenvolvimento de Sistemas ou áreas correlatadas., Conhecimento em ambiente Mobile (Android e iOS) e inglês avançado serão considerados como diferenciais. Domínio nas tecnologias Java Web, SQL Server, Eclipse, JavaScript, HTML, CSS, Hibernate, EJB 3, XML, JQuery, JSF, Apache Velocity, Webservices RESTfull e SOAP, Linux, e ferramentas de automação de testes Selinium e TestNG.",0.7026
